"FACILITY_DOCUMENT_COST_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_ID","DOCUMENT_TYPE","NEEDS_CATEGORY","COST_METHOD","BASE_AMOUNT","OFFICIAL_AMOUNT","SOLUTION_YEAR_START","SOLUTION_YEAR_END","SSO_FLAG","TREATMENT_PLANT_TYPE","SSA_FLAG"
56499,"48000000387",3611143,"TX",9832,"53","VII-A","NPS: Agriculture",,22453894,,,"","",""
56504,"48000000392",3611148,"TX",9832,"53","VII-A","NPS: Agriculture",,17510430,,,"","",""
56505,"48000000393",3611149,"TX",9832,"53","VII-A","NPS: Agriculture",,4860740,,,"","",""
56509,"48000000398",3611154,"TX",9832,"53","VII-A","NPS: Agriculture",,2807951,,,"","",""
56512,"48000000312",3611014,"TX",9680,"53","VII-A","NPS: Agriculture",,10873829,,,"","",""
56516,"48000000316",3611020,"TX",9680,"53","VII-A","NPS: Agriculture",,1512189,,,"","",""
56518,"48000000318",3611022,"TX",9680,"53","VII-A","NPS: Agriculture",,388224,,,"","",""
56521,"48000000321",3611025,"TX",9680,"53","VII-A","NPS: Agriculture",,11677168,,,"","",""
56522,"48000000322",3611026,"TX",9680,"53","VII-A","NPS: Agriculture",,372912,,,"","",""
56525,"48000000325",3611029,"TX",9680,"53","VII-A","NPS: Agriculture",,6348654,,,"","",""
56526,"48000000326",3611030,"TX",9680,"53","VII-A","NPS: Agriculture",,1136476,,,"","",""
56530,"48000000296",3610998,"TX",9680,"53","VII-A","NPS: Agriculture",,804272,,,"","",""
56533,"48000000300",3611002,"TX",9680,"53","VII-A","NPS: Agriculture",,2429250,,,"","",""
56534,"48000000301",3611003,"TX",9680,"53","VII-A","NPS: Agriculture",,207651,,,"","",""
56539,"48000000306",3611008,"TX",9680,"53","VII-A","NPS: Agriculture",,4429940,,,"","",""
56543,"48000000310",3611012,"TX",9680,"53","VII-A","NPS: Agriculture",,411380,,,"","",""
56544,"48000000311",3611013,"TX",9680,"53","VII-A","NPS: Agriculture",,1779035,,,"","",""
56545,"48000000279",3610977,"TX",9680,"53","VII-A","NPS: Agriculture",,405964,,,"","",""
56548,"48000000283",3610984,"TX",9680,"53","VII-A","NPS: Agriculture",,2686946,,,"","",""
56547,"48000000282",3610983,"TX",9680,"53","VII-A","NPS: Agriculture",,5710016,,,"","",""
56552,"48000000286",3610987,"TX",9680,"53","VII-A","NPS: Agriculture",,24770915,,,"","",""
41093,"48004104001",1183410,"TX",1517,"1","IV-A","Documented",2886500,2958455,,,"N","",""
56074,"48004122011",3514356,"TX",17652,"3","II","Documented",104000000,96871785,,,"N","Other",""
56075,"48004122011",3514356,"TX",17652,"3","IV-B","Documented",104000000,96871785,,,"N","",""
56298,"48000000140",3610488,"TX",8560,"53","VII-A","NPS: Agriculture",,1561114,,,"","",""
56295,"48000000247",3610930,"TX",9680,"53","VII-A","NPS: Agriculture",,2656508,,,"","",""
56300,"48000000142",3610490,"TX",8560,"53","VII-A","NPS: Agriculture",,5109286,,,"","",""
56304,"48000000249",3610938,"TX",9680,"53","VII-A","NPS: Agriculture",,15619727,,,"","",""
56305,"48000000250",3610939,"TX",9680,"53","VII-A","NPS: Agriculture",,1431519,,,"","",""
56307,"48000000251",3610940,"TX",9680,"53","VII-A","NPS: Agriculture",,345275,,,"","",""
56313,"48000000148",3610496,"TX",8560,"53","VII-A","NPS: Agriculture",,11410882,,,"","",""
56322,"48000000155",3610503,"TX",8560,"53","VII-A","NPS: Agriculture",,3418391,,,"","",""
56324,"48000000158",3610509,"TX",8560,"53","VII-A","NPS: Agriculture",,252280,,,"","",""
56325,"48000000159",3610510,"TX",8560,"53","VII-A","NPS: Agriculture",,2709541,,,"","",""
56328,"48000000258",3610953,"TX",9680,"53","VII-A","NPS: Agriculture",,4000634,,,"","",""
56330,"48000000161",3610512,"TX",8560,"53","VII-A","NPS: Agriculture",,1098195,,,"","",""
56331,"48000000173",3610820,"TX",8560,"53","VII-A","NPS: Agriculture",,4885016,,,"","",""
56332,"48000000174",3610821,"TX",8560,"53","VII-A","NPS: Agriculture",,3564045,,,"","",""
56339,"48000000181",3610828,"TX",8560,"53","VII-A","NPS: Agriculture",,2917191,,,"","",""
56340,"48000000182",3610829,"TX",8560,"53","VII-A","NPS: Agriculture",,3984014,,,"","",""
56344,"48000000186",3610833,"TX",8560,"53","VII-A","NPS: Agriculture",,1317050,,,"","",""
56345,"48000000187",3610834,"TX",8560,"53","VII-A","NPS: Agriculture",,5582102,,,"","",""
56347,"48000000189",3610836,"TX",8560,"53","VII-A","NPS: Agriculture",,2603475,,,"","",""
56349,"48000000191",3610838,"TX",8560,"53","VII-A","NPS: Agriculture",,549191,,,"","",""
56350,"48000000192",3610839,"TX",8560,"53","VII-A","NPS: Agriculture",,7236397,,,"","",""
56356,"48000000199",3610846,"TX",8560,"53","VII-A","NPS: Agriculture",,17567384,,,"","",""
56363,"48000000206",3610853,"TX",8560,"53","VII-A","NPS: Agriculture",,2134393,,,"","",""
56361,"48000000204",3610851,"TX",8560,"53","VII-A","NPS: Agriculture",,3352473,,,"","",""
56364,"48000000207",3610854,"TX",8560,"53","VII-A","NPS: Agriculture",,9497211,,,"","",""
56367,"48000000210",3610857,"TX",8560,"53","VII-A","NPS: Agriculture",,896146,,,"","",""
56555,"48000000289",3610991,"TX",9680,"53","VII-A","NPS: Agriculture",,2877043,,,"","",""
27953,"48002062001",1183143,"TX",5327,"1","IV-B","Documented",712000,768512,,,"Y","",""
52154,"48000000460",3613941,"TX",18974,"101d","XII","Decentralized",,32701375,,,"","","Y"
52192,"48000000490",3614050,"TX",18974,"101d","XII","Decentralized",,116149847,,,"","","Y"
52212,"48001151003",2865700,"TX",18974,"101d","XII","Decentralized",,127092053,,,"","","Y"
52213,"48000000501",3614062,"TX",18974,"101d","XII","Decentralized",,14497453,,,"","","Y"
52216,"48000000503",3614064,"TX",18974,"101d","XII","Decentralized",,60288762,,,"","","Y"
52245,"48007781002",429612,"TX",18974,"101d","XII","Decentralized",,135544150,,,"","","Y"
52248,"48001196002",453629,"TX",18974,"101d","XII","Decentralized",,26695958,,,"","","Y"
50238,"48000003003",1182786,"TX",18678,"3","I","Documented",610000,568190,,,"N","",""
52141,"48000000445",3613909,"TX",18974,"101d","XII","Decentralized",,213051570,,,"","","Y"
52166,"48000000475",3613959,"TX",18974,"101d","XII","Decentralized",,1970528,,,"","","Y"
52215,"48001151005",432052,"TX",18974,"101d","XII","Decentralized",,13606024,,,"","","Y"
52211,"48000000500",3614061,"TX",18974,"101d","XII","Decentralized",,93835,,,"","","Y"
52220,"48000000507",3614068,"TX",18974,"101d","XII","Decentralized",,797595,,,"","","Y"
52227,"48000000513",3614074,"TX",18974,"101d","XII","Decentralized",,7553689,,,"","","Y"
52472,"48000000531",3614096,"TX",18974,"101d","XII","Decentralized",,16749485,,,"","","Y"
44966,"48001111001",1182915,"TX",16888,"12a","XIV","Documented",16845000,17347568,,,"","",""
44971,"48001216002",1182996,"TX",16888,"12a","I","Documented",4862000,5007057,,,"N","",""
44972,"48001216002",1182996,"TX",16888,"12a","X","Documented",10222000,10526972,,,"","",""
42560,"48000000163",3610517,"TX",1517,"1","IV-A","Documented",1927500,1975549,,,"N","",""
52467,"48000000529",3614094,"TX",18974,"101d","XII","Decentralized",,31809946,,,"","","Y"
28735,"48000000405",3611432,"TX",10590,"2","I","Documented",22045000,23817129,,,"N","",""
44977,"48000000106",3608999,"TX",16888,"12a","X","Documented",1496000,1540633,,,"","",""
44978,"48003058001",1183216,"TX",16888,"12a","X","Documented",26764000,27562500,,,"","",""
41003,"48000000164",3610518,"TX",1517,"1","VI-A","Documented",11245000,11525315,,,"","",""
41108,"48000000115",3609565,"TX",1517,"1","IV-B","Documented",12055000,12355507,,,"N","",""
50053,"48007048001",1183866,"TX",18621,"3","III-B","Documented",118103895,110373201,,,"Y","",""
42161,"48000000414",3612797,"TX",1517,"1","VI-A","Documented",1100000,1127421,,,"","",""
42167,"48003224001",1183290,"TX",5327,"1","III-A","Documented",1320500,1425309,,,"N","",""
41241,"48000120001",1227741,"TX",5826,"1","III-B","Documented",1092000,1178673,,,"Y","",""
52195,"48000000491",3614051,"TX",18974,"101d","XII","Decentralized",,8773540,,,"","","Y"
52210,"48000000499",3614060,"TX",18974,"101d","XII","Decentralized",,609925,,,"","","Y"
52239,"48000000525",3614086,"TX",18974,"101d","XII","Decentralized",,84075845,,,"","","Y"
52240,"48001176002",441461,"TX",18974,"101d","XII","Decentralized",,312549138,,,"","","Y"
52246,"48000897001",3543159,"TX",18974,"101d","XII","Decentralized",,14122115,,,"","","Y"
52247,"48001417002",459628,"TX",18974,"101d","XII","Decentralized",,25620667,,,"","","Y"
56308,"48000000145",3610493,"TX",8560,"53","VII-A","NPS: Agriculture",,2795066,,,"","",""
56314,"48000000254",3610946,"TX",9680,"53","VII-A","NPS: Agriculture",,20216422,,,"","",""
56333,"48000000175",3610822,"TX",8560,"53","VII-A","NPS: Agriculture",,3484682,,,"","",""
56334,"48000000176",3610823,"TX",8560,"53","VII-A","NPS: Agriculture",,15313480,,,"","",""
56375,"48000000217",3610864,"TX",8560,"53","VII-A","NPS: Agriculture",,7582979,,,"","",""
56377,"48000000219",3610866,"TX",8560,"53","VII-A","NPS: Agriculture",,5051958,,,"","",""
56382,"48000000224",3610871,"TX",8560,"53","VII-A","NPS: Agriculture",,9366309,,,"","",""
56390,"48000000232",3610879,"TX",8560,"53","VII-A","NPS: Agriculture",,12535407,,,"","",""
56398,"48000000240",3610923,"TX",8560,"53","VII-A","NPS: Agriculture",,26508121,,,"","",""
56460,"48000000343",3611067,"TX",9680,"53","VII-A","NPS: Agriculture",,484580,,,"","",""
56467,"48000000350",3611075,"TX",9832,"53","VII-A","NPS: Agriculture",,1222748,,,"","",""
56472,"48000000355",3611095,"TX",9832,"53","VII-A","NPS: Agriculture",,1109212,,,"","",""
56475,"48000000358",3611099,"TX",9832,"53","VII-A","NPS: Agriculture",,4474570,,,"","",""
56477,"48000000361",3611102,"TX",9832,"53","VII-A","NPS: Agriculture",,723042,,,"","",""
56506,"48000000395",3611151,"TX",9832,"53","VII-A","NPS: Agriculture",,6274146,,,"","",""
56514,"48000000314",3611016,"TX",9680,"53","VII-A","NPS: Agriculture",,4653837,,,"","",""
56517,"48000000317",3611021,"TX",9680,"53","VII-A","NPS: Agriculture",,4666722,,,"","",""
51823,"48000000428",3613888,"TX",18974,"101d","XII","Decentralized",,15670386,,,"","","Y"
51844,"48000000430",3613891,"TX",18974,"101d","XII","Decentralized",,55684772,,,"","","Y"
51929,"48001097700",3542462,"TX",18974,"101d","XII","Decentralized",,44571458,,,"","","Y"
51935,"48000000437",3613898,"TX",18974,"101d","XII","Decentralized",,609925,,,"","","Y"
35665,"48007632001",1184184,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35666,"48007632001",1184184,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35681,"48007039066",1183842,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35682,"48007039066",1183842,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35696,"48007039002",1183821,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
56294,"48000000246",3610929,"TX",9680,"53","VII-A","NPS: Agriculture",,2939226,,,"","",""
44959,"48000000418",3613135,"TX",16888,"12a","X","Documented",24367000,25093985,,,"","",""
44975,"48001027001",1182895,"TX",16888,"12a","X","Documented",3614000,3721823,,,"","",""
44976,"48000105001",1182799,"TX",16888,"12a","X","Documented",62742000,64613897,,,"","",""
44980,"48003006001",1183170,"TX",16888,"12a","I","Documented",120000,123580,,,"N","",""
41066,"48000000402",3611236,"TX",1517,"1","VI-A","Documented",1696950,1739252,,,"","",""
35686,"48007039022",1183831,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35687,"48007039022",1183831,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35692,"48007039094",2885519,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35693,"48007039094",2885519,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35700,"48007039026",1183835,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35701,"48007039026",1183835,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35702,"48007039081",1183849,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35703,"48007039081",1183849,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35714,"48000000407",3612156,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35715,"48000000407",3612156,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35716,"48000000408",3612157,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35717,"48000000408",3612157,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
56374,"48000000216",3610863,"TX",8560,"53","VII-A","NPS: Agriculture",,17264311,,,"","",""
56327,"48000000257",3610949,"TX",9680,"53","VII-A","NPS: Agriculture",,3346497,,,"","",""
56329,"48000000160",3610511,"TX",8560,"53","VII-A","NPS: Agriculture",,4818351,,,"","",""
51953,"48000000441",3613902,"TX",18974,"101d","XII","Decentralized",,38988297,,,"","","Y"
35586,"48007039005",1183823,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35587,"48007039005",1183823,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
38251,"48003033005",1183199,"TX",5419,"1","X","Documented",3050000,2889078,,,"","",""
51923,"48000000434",3613895,"TX",18974,"101d","XII","Decentralized",,51374470,,,"","","Y"
44238,"48000000416",3613029,"TX",5419,"1","I","Documented",6250400,5920620,,,"N","",""
52146,"48000000451",3613916,"TX",18974,"101d","XII","Decentralized",,114947445,,,"","","Y"
52150,"48001333002",436916,"TX",18974,"101d","XII","Decentralized",,107534508,,,"","","Y"
52157,"48000000464",3613946,"TX",18974,"101d","XII","Decentralized",,1735941,,,"","","Y"
52190,"48000000489",3614049,"TX",18974,"101d","XII","Decentralized",,5311032,,,"","","Y"
56354,"48000000196",3610843,"TX",8560,"53","VII-A","NPS: Agriculture",,715012,,,"","",""
56362,"48000000205",3610852,"TX",8560,"53","VII-A","NPS: Agriculture",,9262297,,,"","",""
56384,"48000000226",3610873,"TX",8560,"53","VII-A","NPS: Agriculture",,3395049,,,"","",""
56389,"48000000231",3610878,"TX",8560,"53","VII-A","NPS: Agriculture",,2418419,,,"","",""
27916,"48003112001",1227824,"TX",5327,"1","I","Documented",6734171,7268667,,,"N","",""
35694,"48007039024",1183833,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35695,"48007039024",1183833,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
46854,"48000000421",3613307,"TX",16888,"12a","X","Documented",154580800,159192693,,,"","",""
51931,"48000000436",3613897,"TX",18974,"101d","XII","Decentralized",,284927462,,,"","","Y"
35658,"48007039018",1183829,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35659,"48007039018",1183829,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
37734,"48007039813",2885344,"TX",12285,"20","VI-A","Documented",963337000,914040555,,,"","",""
38216,"48003033500",3514842,"TX",13786,"20","VI-A","Documented",139427094,141725262,,,"","",""
44557,"48003224001",1183290,"TX",5327,"1","I","Documented",1320500,1425309,,,"N","",""
32842,"48007039001",1183820,"TX",11183,"20","I","Documented",63740000,67655453,,,"N","",""
44717,"48000000411",3612390,"TX",13485,"20","VII-K","Documented",1890000,1921153,,,"","",""
27913,"48001148001",1182951,"TX",5327,"1","I","Documented",5284000,5703395,,,"Y","",""
50190,"48000000425",3613876,"TX",16888,"12a","XIV","Documented",177944000,183252930,,,"","",""
56369,"48000000212",3610859,"TX",8560,"53","VII-A","NPS: Agriculture",,3352660,,,"","",""
35697,"48007039002",1183821,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
35712,"48000000406",3612155,"TX",12305,"20","I","Documented",36033889,34189942,,,"N","",""
35713,"48000000406",3612155,"TX",12305,"20","III-B","Documented",37687917,35759329,,,"Y","",""
